investor_id,sip_transaction_count,avg_gap_days,max_gap_days,status
INV004737,10,54.55555555555556,120.0,at-risk
INV004738,6,93.2,148.0,at-risk
INV004741,7,72.33333333333333,157.0,at-risk
INV004753,6,61.4,87.0,at-risk
INV004755,7,61.166666666666664,181.0,at-risk
INV004761,6,71.4,139.0,at-risk
INV004763,7,83.5,184.0,at-risk
INV004764,6,83.0,144.0,at-risk
INV004770,8,72.85714285714286,146.0,at-risk
INV004776,9,57.375,145.0,at-risk
INV004780,7,69.5,154.0,at-risk
INV004785,7,66.16666666666667,248.0,at-risk
INV004787,7,72.33333333333333,140.0,at-risk
INV004798,7,53.666666666666664,106.0,at-risk
INV004804,6,79.2,137.0,at-risk
INV004805,7,44.666666666666664,92.0,at-risk
INV004807,8,36.857142857142854,86.0,at-risk
INV004813,6,62.0,253.0,at-risk
INV004819,7,62.0,120.0,at-risk
INV004825,7,70.0,141.0,at-risk
INV004833,6,65.4,171.0,at-risk
INV004834,9,38.625,106.0,at-risk
INV004840,7,41.0,103.0,at-risk
INV004843,8,50.857142857142854,153.0,at-risk
INV004844,7,66.66666666666667,118.0,at-risk
INV004845,6,81.8,197.0,at-risk
INV004847,7,73.5,281.0,at-risk
INV004848,9,54.125,166.0,at-risk
INV004860,6,78.4,189.0,at-risk
INV004863,7,68.0,220.0,at-risk
INV004864,8,43.285714285714285,114.0,at-risk
INV004865,7,76.33333333333333,143.0,at-risk
INV004868,8,56.0,226.0,at-risk
INV004871,8,69.14285714285714,170.0,at-risk
INV004877,7,80.5,276.0,at-risk
INV004889,7,70.66666666666667,159.0,at-risk
INV004891,8,55.857142857142854,128.0,at-risk
INV004896,6,79.4,252.0,at-risk
INV004901,6,54.6,96.0,at-risk
INV004911,7,63.666666666666664,97.0,at-risk
INV004913,6,87.0,156.0,at-risk
INV004916,7,75.5,162.0,at-risk
INV004917,7,51.0,77.0,at-risk
INV004924,9,59.75,116.0,at-risk
INV004925,7,70.83333333333333,105.0,at-risk
INV004926,8,66.28571428571429,133.0,at-risk
INV004927,7,34.166666666666664,63.0,regular
INV004947,6,45.0,75.0,at-risk
INV004953,7,67.16666666666667,138.0,at-risk
INV004956,8,59.142857142857146,155.0,at-risk
INV004958,7,73.16666666666667,135.0,at-risk
INV004959,6,68.6,193.0,at-risk
INV004967,6,63.2,112.0,at-risk
INV004973,9,55.0,99.0,at-risk
INV004974,8,52.42857142857143,102.0,at-risk
INV004978,7,63.833333333333336,157.0,at-risk
INV004981,8,49.142857142857146,115.0,at-risk
INV004983,7,57.666666666666664,128.0,at-risk
INV004984,7,75.33333333333333,177.0,at-risk
INV004986,7,81.33333333333333,185.0,at-risk
INV004992,7,81.5,176.0,at-risk
INV004996,10,46.333333333333336,104.0,at-risk
INV004997,7,71.0,248.0,at-risk
